RAM stockid,Old Area,New Area
DSOLEPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
ESOLEPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
BRNROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
CROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
DKROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
GRNSTROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
PHAKEPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
LNOSESKAPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
SHCROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
PSOLEPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
REXSOLEPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
CPRROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
SABLEFPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
SPSDOGPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
LSTHORNHPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
POPERCHPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
SNROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
SSTHORNHPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
WROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
YEYEROCKPCOAST,unk:USA-NMFS-PCOAST,usa_efh_pfmc:Groundfish
CHILISPCOAST,unk:USA-NMFS-SPCOAST,usa_efh_pfmc:Groundfish
THRSHARNPAC,,usa_efh_phms:CommonThresherShark
SFMAKONPAC,,usa_efh_phms:ShortfinMakoShark
STMARLINNPAC,unk:USA-NMFS-NPAC,usa_efh_phms:StripedMarlin
COBSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:CoastalMigratoryPelagics
SPANMACKSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:CoastalMigratoryPelagics
KMACKSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:CoastalMigratoryPelagics
BSBASSSATL,unk:USA-NMFS-SATL,usa_efh_safmc:SnapperGrouper
RGROUPSATL,unk:USA-NMFS-SATL,usa_efh_safmc:SnapperGrouper
BLTILESATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
GAGSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
GRAMBERSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
RPORGYSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
RSNAPSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
SNOWGROUPSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
TILESATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
VSNAPSATLC,unk:USA-NMFS-SATLC,usa_efh_safmc:SnapperGrouper
BLACKGROUPERGMSATL,unk:USA-NMFS-GMSATL,usa_efh_safmc:SnapperGrouper;esa_efh_gfmc:ReefFish
GLGROUPSATLCGM,unk:USA-NMFS-SATLCGM,usa_efh_safmc:SnapperGrouper;esa_efh_gfmc:ReefFish
MUTSNAPSATLCGM,unk:USA-NMFS-SATLCGM,usa_efh_safmc:SnapperGrouper;esa_efh_gfmc:ReefFish
YTSNAPSATLCGM,unk:USA-NMFS-SATLCGM,usa_efh_safmc:SnapperGrouper;esa_efh_gfmc:ReefFish
GTREVMHI,,usa_efh_wpfmc:GiantTrevally
CJOBMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
GJOBMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
SUNIMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
TSGTFMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
WSGTFMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
YFGTFMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
YSGTFMHI,,usa_efh_wpfmc:MainHawaiianIslandsCoralReefEcosystem
LOBSTERSNE,unk:USA-NMFS-SNE,usa_nefsc:537;usa_nefsc:538;usa_nefsc:539;usa_nefsc:611;usa_nefsc:612;usa_nefsc:613;usa_nefsc:614;usa_nefsc:615;usa_nefsc:616;usa_nefsc:621;usa_nefsc:622;usa_nefsc:623;usa_nefsc:625;usa_nefsc:626
ALBASPAC,unk:multinational-WCPFC-SPAC,wcpfc:ALB_1
BIGEYECWPAC,unk:multinational-WCPFC-CWPAC,wcpfc:BET_1
SKJCWPAC,unk:multinational-WCPFC-CWPAC,wcpfc:SKJ_01
STMARLINSWPO,unk:multinational-WCPFC-SWPAC,wcpfc:SMLS_01
SWORDSPAC,unk:multinational-ISC-SPAC,wcpfc:SWO_01
YFINCWPAC,unk:multinational-WCPFC-CWPAC,wcpfc:YFT_01
CHAKESA,unk:South Africa-DETMCM-SA,grsf:ZAF_CHAKESA
KINGKLIPSASC,unk:South Africa-DETMCM-SASC,grsf:ZAF_KCP_S;grsf:ZAF_KCP_W
DVANGSASC,unk:South Africa-DEFF-SASC,grsf:zaf_sc
KINGKLIPSAWC,unk:South Africa-DETMCM-SAWC,grsf:ZAF_KCP_S;grsf:ZAF_KCP_W
DVANGSAWC,unk:South Africa-DEFF-SAWC,grsf:zaf_wc
SAABALONESA,unk:South Africa-DETMCM-SA,grsf:ZAF_SAABALONESA
